Date,Temperature,temperature_rolling_mean
1981-05-11,16.8,17.844444444444445
1981-05-12,14.6,17.555555555555557
1981-05-13,19.4,17.133333333333333
1981-05-14,21.0,16.666666666666668
1981-05-15,19.5,16.922222222222224
1981-05-16,18.5,17.200000000000003
1981-05-17,13.3,16.944444444444443
1981-05-18,13.7,16.977777777777778
1981-05-19,14.3,16.78888888888889
1981-05-20,14.1,16.48888888888889
1981-05-21,11.4,16.133333333333336
1981-05-22,13.6,15.488888888888889
1981-05-23,16.6,15.0
1981-05-24,17.6,14.788888888888888
1981-05-25,14.6,14.355555555555554
1981-05-26,17.2,14.788888888888888
1981-05-27,14.4,14.866666666666667
1981-05-28,16.4,15.100000000000001
1981-05-29,17.3,15.455555555555556
1981-05-30,17.6,16.144444444444446
1981-05-31,17.2,16.544444444444444
1981-06-01,17.7,16.666666666666668
1981-06-02,14.2,16.288888888888888
1981-06-03,16.6,16.51111111111111
1981-06-04,15.7,16.344444444444445
1981-06-05,13.7,16.266666666666666
1981-06-06,14.7,16.077777777777776
1981-06-07,13.1,15.61111111111111
1981-06-08,12.9,15.08888888888889
1981-06-09,15.4,14.88888888888889
1981-06-10,11.9,14.244444444444444
1981-06-11,15.2,14.355555555555558
1981-06-12,15.3,14.211111111111112
1981-06-13,16.5,14.299999999999999
1981-06-14,16.1,14.56666666666667
1981-06-15,11.7,14.233333333333333
1981-06-16,11.2,14.02222222222222
1981-06-17,11.5,13.866666666666667
1981-06-18,10.8,13.355555555555556
1981-06-19,16.1,13.822222222222223
1981-06-20,14.8,13.777777777777779
1981-06-21,13.6,13.588888888888889
1981-06-22,13.8,13.28888888888889
1981-06-23,9.7,12.577777777777778
1981-06-24,10.7,12.466666666666667
1981-06-25,11.0,12.444444444444445
1981-06-26,15.3,12.866666666666667
1981-06-27,15.3,13.366666666666667
1981-06-28,17.0,13.466666666666667
1981-06-29,16.0,13.600000000000001
1981-06-30,16.3,13.899999999999999
1981-07-01,15.7,14.11111111111111
1981-07-02,14.5,14.644444444444446
1981-07-03,10.8,14.655555555555557
1981-07-04,10.5,14.600000000000001
1981-07-05,13.4,14.38888888888889
1981-07-06,12.2,14.044444444444444
1981-07-07,13.2,13.622222222222222
1981-07-08,13.0,13.288888888888888
1981-07-09,12.4,12.855555555555556
1981-07-10,13.1,12.566666666666666
1981-07-11,9.8,12.044444444444444
1981-07-12,10.5,12.011111111111113
1981-07-13,13.4,12.333333333333334
1981-07-14,11.0,12.066666666666666
1981-07-15,13.1,12.166666666666666
1981-07-16,15.0,12.366666666666667
1981-07-17,16.7,12.777777777777779
1981-07-18,16.1,13.18888888888889
1981-07-19,18.2,13.755555555555556
1981-07-20,15.7,14.41111111111111
1981-07-21,17.7,15.211111111111112
1981-07-22,15.9,15.488888888888889
1981-07-23,15.1,15.944444444444445
1981-07-24,15.2,16.17777777777778
1981-07-25,14.7,16.144444444444446
1981-07-26,13.3,15.766666666666664
1981-07-27,14.5,15.58888888888889
1981-07-28,11.1,14.799999999999999
1981-07-29,13.1,14.511111111111111
1981-07-30,13.7,14.066666666666666
1981-07-31,14.6,13.922222222222222
1981-08-01,12.9,13.677777777777777
1981-08-02,12.8,13.411111111111111
1981-08-03,15.2,13.466666666666665
1981-08-04,14.5,13.600000000000001
1981-08-05,17.2,13.899999999999999
1981-08-06,14.5,14.277777777777779
1981-08-07,14.4,14.42222222222222
1981-08-08,11.0,14.122222222222224
1981-08-09,13.1,13.955555555555556
1981-08-10,13.6,14.033333333333333
1981-08-11,14.6,14.233333333333333
1981-08-12,12.7,13.955555555555556
1981-08-13,13.6,13.855555555555554
1981-08-14,12.7,13.355555555555556
1981-08-15,15.5,13.466666666666667
1981-08-16,17.4,13.799999999999999
1981-08-17,15.2,14.266666666666667
1981-08-18,14.2,14.38888888888889
1981-08-19,17.7,14.844444444444443
1981-08-20,19.2,15.355555555555554
1981-08-21,12.5,15.333333333333334
1981-08-22,14.2,15.399999999999999
1981-08-23,15.3,15.688888888888888
1981-08-24,15.7,15.711111111111112
1981-08-25,17.0,15.666666666666666
1981-08-26,19.0,16.08888888888889
1981-08-27,13.1,15.966666666666669
1981-08-28,13.2,15.466666666666665
1981-08-29,13.2,14.800000000000002
1981-08-30,15.7,15.155555555555557
1981-08-31,14.1,15.144444444444446
1981-09-01,15.6,15.177777777777777
1981-09-02,15.5,15.155555555555557
1981-09-03,15.9,15.033333333333335
1981-09-04,15.1,14.600000000000001
1981-09-05,16.0,14.92222222222222
1981-09-06,19.4,15.61111111111111
1981-09-07,21.5,16.533333333333335
1981-09-08,23.7,17.422222222222224
1981-09-09,18.7,17.93333333333333
1981-09-10,23.8,18.844444444444445
1981-09-11,18.0,19.12222222222222
1981-09-12,16.2,19.15555555555555
1981-09-13,18.5,19.53333333333333
1981-09-14,20.6,20.04444444444444
1981-09-15,18.3,19.922222222222224
1981-09-16,22.5,20.033333333333335
1981-09-17,26.9,20.38888888888889
1981-09-18,19.4,20.46666666666667
1981-09-19,15.9,19.58888888888889
1981-09-20,20.5,19.866666666666667
1981-09-21,21.2,20.422222222222224
1981-09-22,19.5,20.533333333333335
1981-09-23,14.7,19.877777777777776
1981-09-24,17.6,19.799999999999997
1981-09-25,15.8,19.055555555555557
1981-09-26,17.7,18.033333333333335
1981-09-27,14.3,17.466666666666665
1981-09-28,16.8,17.56666666666667
1981-09-29,18.6,17.355555555555558
1981-09-30,21.9,17.433333333333334
1981-10-01,21.4,17.644444444444446
1981-10-02,20.8,18.322222222222223
1981-10-03,14.0,17.922222222222224
1981-10-04,17.0,18.055555555555557
1981-10-05,23.0,18.644444444444446
1981-10-06,26.4,19.98888888888889
1981-10-07,19.6,20.299999999999997
1981-10-08,22.7,20.755555555555556
1981-10-09,26.9,21.31111111111111
1981-10-10,14.7,20.566666666666666
1981-10-11,15.2,19.944444444444443
1981-10-12,19.8,20.58888888888889
1981-10-13,26.9,21.688888888888886
1981-10-14,20.2,21.37777777777778
1981-10-15,14.3,20.03333333333333
1981-10-16,14.8,19.5
1981-10-17,18.5,19.033333333333335
1981-10-18,21.7,18.455555555555556
1981-10-19,21.4,19.2
1981-10-20,21.8,19.933333333333334
1981-10-21,18.2,19.755555555555553
1981-10-22,15.8,18.522222222222226
1981-10-23,15.3,17.977777777777774
1981-10-24,18.5,18.444444444444443
1981-10-25,19.2,18.933333333333334
1981-10-26,28.5,20.044444444444444
1981-10-27,32.2,21.211111111111112
1981-10-28,21.8,21.255555555555556
1981-10-29,22.1,21.288888888888888
1981-10-30,20.7,21.56666666666667
1981-10-31,17.0,21.700000000000003
1981-11-01,24.7,22.744444444444447
1981-11-02,26.2,23.6
1981-11-03,29.0,24.688888888888886
1981-11-04,21.6,23.922222222222224
1981-11-05,17.1,22.244444444444447
1981-11-06,16.9,21.700000000000003
1981-11-07,19.1,21.366666666666667
1981-11-08,24.7,21.811111111111114
1981-11-09,25.4,22.744444444444447
1981-11-10,19.8,22.200000000000003
1981-11-11,18.2,21.311111111111114
1981-11-12,16.3,19.900000000000002
1981-11-13,17.0,19.38888888888889
1981-11-14,17.7,19.455555555555556
1981-11-15,15.5,19.299999999999997
1981-11-16,14.7,18.81111111111111
1981-11-17,15.8,17.822222222222223
1981-11-18,19.9,17.211111111111112
1981-11-19,20.4,17.27777777777778
1981-11-20,23.3,17.844444444444445
1981-11-21,20.2,18.27777777777778
1981-11-22,28.8,19.58888888888889
1981-11-23,31.2,21.08888888888889
1981-11-24,17.4,21.299999999999997
1981-11-25,18.5,21.72222222222222
1981-11-26,26.8,22.944444444444443
1981-11-27,34.3,24.54444444444444
1981-11-28,30.1,25.622222222222224
1981-11-29,20.5,25.311111111111114
1981-11-30,20.5,25.34444444444445
1981-12-01,19.8,24.344444444444445
1981-12-02,27.0,23.87777777777778
1981-12-03,21.0,24.27777777777778
1981-12-04,33.0,25.88888888888889
1981-12-05,22.6,25.42222222222222
1981-12-06,28.3,24.755555555555556
1981-12-07,21.1,23.755555555555553
1981-12-08,19.0,23.58888888888889
1981-12-09,17.3,23.233333333333334
1981-12-10,27.0,24.033333333333335
1981-12-11,30.2,24.38888888888889
1981-12-12,24.8,24.811111111111114
1981-12-13,17.9,23.133333333333333
1981-12-14,17.9,22.61111111111111
1981-12-15,20.7,21.766666666666666
1981-12-16,30.9,22.855555555555554
1981-12-17,36.2,24.766666666666666
1981-12-18,21.0,25.177777777777777
1981-12-19,20.2,24.42222222222222
1981-12-20,21.3,23.433333333333334
1981-12-21,24.2,23.366666666666664
1981-12-22,21.0,23.71111111111111
1981-12-23,20.7,24.022222222222226
1981-12-24,17.8,23.7
1981-12-25,19.6,22.444444444444446
1981-12-26,22.6,20.933333333333334
1981-12-27,20.5,20.87777777777778
1981-12-28,24.1,21.311111111111114
1981-12-29,22.2,21.41111111111111
1981-12-30,27.0,21.72222222222222
1981-12-31,33.6,23.122222222222224
1982-01-01,26.6,23.77777777777778
1982-01-02,20.6,24.08888888888889
1982-01-03,24.5,24.633333333333333
1982-01-04,19.8,24.322222222222223
1982-01-05,22.6,24.555555555555557
1982-01-06,29.2,25.122222222222224
1982-01-07,20.3,24.91111111111111
1982-01-08,23.0,24.466666666666665
1982-01-09,24.4,23.444444444444443
1982-01-10,38.0,24.711111111111112
1982-01-11,40.5,26.922222222222224
1982-01-12,24.2,26.88888888888889
1982-01-13,20.2,26.933333333333334
1982-01-14,21.8,26.844444444444445
1982-01-15,27.0,26.599999999999998
1982-01-16,35.2,28.255555555555556
1982-01-17,25.2,28.5
1982-01-18,32.7,29.422222222222224
1982-01-19,35.9,29.188888888888886
1982-01-20,38.9,29.011111111111113
1982-01-21,26.5,29.26666666666667
1982-01-22,21.8,29.444444444444443
1982-01-23,37.9,31.233333333333334
1982-01-24,43.3,33.04444444444445
1982-01-25,19.0,31.24444444444445
1982-01-26,19.7,30.633333333333333
1982-01-27,21.4,29.377777777777776
1982-01-28,32.0,28.944444444444443
1982-01-29,33.3,28.322222222222223
1982-01-30,22.2,27.84444444444444
1982-01-31,21.3,27.788888888888888
1982-02-01,20.8,25.88888888888889
1982-02-02,22.3,23.555555555555554
1982-02-03,22.5,23.944444444444443
1982-02-04,21.4,24.133333333333333
1982-02-05,23.0,24.31111111111111
1982-02-06,35.1,24.65555555555555
1982-02-07,40.3,25.433333333333334
1982-02-08,39.0,27.3
1982-02-09,21.1,27.27777777777778
1982-02-10,25.4,27.788888888888888
1982-02-11,23.6,27.933333333333334
1982-02-12,28.1,28.555555555555557
1982-02-13,37.0,30.28888888888889
1982-02-14,39.3,32.099999999999994
1982-02-15,39.4,32.577777777777776
1982-02-16,25.8,30.966666666666665
1982-02-17,27.7,29.71111111111111
1982-02-18,23.0,29.922222222222224
1982-02-19,24.0,29.766666666666666
1982-02-20,26.1,30.04444444444444
1982-02-21,21.8,29.34444444444445
1982-02-22,24.2,27.922222222222224
1982-02-23,22.3,26.03333333333333
1982-02-24,19.7,23.844444444444445
1982-02-25,20.8,23.288888888888888
1982-02-26,17.9,22.2
1982-02-27,20.1,21.87777777777778
1982-02-28,20.9,21.53333333333333
1982-03-01,21.2,20.988888888888887
1982-03-02,20.4,20.833333333333332
1982-03-03,29.0,21.366666666666664
1982-03-04,34.7,22.744444444444447
1982-03-05,34.0,24.333333333333332
1982-03-06,30.9,25.45555555555556
1982-03-07,29.6,26.755555555555556
1982-03-08,26.1,27.422222222222224
1982-03-09,18.5,27.155555555555555
1982-03-10,21.2,27.15555555555555
1982-03-11,22.4,27.37777777777778
1982-03-12,21.4,26.533333333333335
1982-03-13,30.5,26.066666666666666
1982-03-14,32.0,25.844444444444445
1982-03-15,32.7,26.04444444444444
1982-03-16,27.4,25.799999999999997
1982-03-17,18.9,25.0
1982-03-18,19.4,25.1
1982-03-19,22.2,25.211111111111112
1982-03-20,30.2,26.077777777777776
1982-03-21,31.8,27.233333333333334
1982-03-22,31.4,27.333333333333332
1982-03-23,18.5,25.833333333333332
1982-03-24,22.2,24.666666666666668
1982-03-25,27.5,24.677777777777777
1982-03-26,25.8,25.444444444444443
1982-03-27,25.2,26.08888888888889
1982-03-28,19.1,25.744444444444444
1982-03-29,19.6,24.56666666666667
1982-03-30,21.4,23.41111111111111
1982-03-31,20.7,22.22222222222222
1982-04-01,28.3,23.311111111111114
1982-04-02,23.0,23.400000000000002
1982-04-03,16.5,22.17777777777778
1982-04-04,18.8,21.4
1982-04-05,20.0,20.822222222222223
1982-04-06,20.6,20.98888888888889
1982-04-07,19.8,21.01111111111111
1982-04-08,20.3,20.88888888888889
1982-04-09,26.6,21.544444444444444
1982-04-10,21.5,20.78888888888889
1982-04-11,22.3,20.711111111111116
1982-04-12,26.5,21.822222222222226
1982-04-13,27.1,22.744444444444447
1982-04-14,30.0,23.855555555555558
1982-04-15,28.2,24.700000000000003
1982-04-16,17.3,24.422222222222224
1982-04-17,16.8,24.03333333333333
1982-04-18,17.5,23.022222222222222
1982-04-19,19.2,22.766666666666666
1982-04-20,20.3,22.544444444444444
1982-04-21,20.6,21.88888888888889
1982-04-22,23.7,21.51111111111111
1982-04-23,24.3,20.87777777777778
1982-04-24,26.4,20.677777777777777
1982-04-25,16.0,20.53333333333333
1982-04-26,14.5,20.27777777777778
1982-04-27,14.2,19.91111111111111
1982-04-28,16.5,19.61111111111111
1982-04-29,15.7,19.1
1982-04-30,16.0,18.58888888888889
1982-05-01,16.7,17.811111111111114
1982-05-02,19.8,17.31111111111111
1982-05-03,22.5,16.87777777777778
1982-05-04,22.9,17.644444444444446
1982-05-05,18.8,18.122222222222224
1982-05-06,15.7,18.288888888888888
1982-05-07,14.7,18.08888888888889
1982-05-08,15.3,18.044444444444444
1982-05-09,15.3,17.966666666666665
1982-05-10,18.0,18.11111111111111
1982-05-11,15.1,17.58888888888889
1982-05-12,15.1,16.766666666666666
1982-05-13,13.6,15.733333333333333
1982-05-14,15.3,15.344444444444443
1982-05-15,18.0,15.600000000000001
1982-05-16,18.6,16.033333333333335
1982-05-17,22.0,16.77777777777778
1982-05-18,22.1,17.53333333333333
1982-05-19,17.8,17.511111111111113
1982-05-20,15.2,17.522222222222222
1982-05-21,11.3,17.1
1982-05-22,13.5,17.08888888888889
1982-05-23,16.1,17.177777777777777
1982-05-24,16.0,16.955555555555556
1982-05-25,16.5,16.72222222222222
1982-05-26,16.7,16.133333333333333
1982-05-27,19.6,15.855555555555558
1982-05-28,19.5,16.044444444444444
1982-05-29,18.0,16.355555555555558
1982-05-30,18.4,17.144444444444446
1982-05-31,12.9,17.077777777777776
1982-06-01,14.9,16.944444444444443
1982-06-02,12.4,16.544444444444444
1982-06-03,11.9,16.033333333333335
1982-06-04,11.7,15.47777777777778
1982-06-05,12.9,14.733333333333333
1982-06-06,12.9,14.0
1982-06-07,12.4,13.377777777777778
1982-06-08,12.5,12.722222222222221
1982-06-09,15.7,13.033333333333333
1982-06-10,15.9,13.144444444444446
1982-06-11,14.3,13.355555555555556
1982-06-12,16.9,13.911111111111111
1982-06-13,14.0,14.166666666666666
1982-06-14,13.6,14.244444444444444
1982-06-15,13.7,14.333333333333334
1982-06-16,16.0,14.733333333333333
1982-06-17,13.1,14.799999999999999
1982-06-18,13.8,14.58888888888889
1982-06-19,13.4,14.31111111111111
1982-06-20,11.3,13.977777777777778
1982-06-21,10.6,13.277777777777779
1982-06-22,13.9,13.266666666666667
1982-06-23,12.7,13.166666666666666
1982-06-24,12.5,13.033333333333335
1982-06-25,11.3,12.511111111111113
1982-06-26,11.6,12.344444444444443
1982-06-27,14.0,12.366666666666667
1982-06-28,13.7,12.399999999999999
1982-06-29,15.2,12.833333333333334
1982-06-30,14.0,13.211111111111112
1982-07-01,11.4,12.933333333333332
1982-07-02,14.2,13.1
1982-07-03,15.2,13.399999999999999
1982-07-04,12.6,13.544444444444444
1982-07-05,10.2,13.38888888888889
1982-07-06,13.9,13.377777777777778
1982-07-07,13.7,13.377777777777776
1982-07-08,13.6,13.2
1982-07-09,13.2,13.11111111111111
1982-07-10,15.4,13.555555555555554
1982-07-11,12.9,13.411111111111111
1982-07-12,11.9,13.044444444444444
1982-07-13,13.3,13.122222222222224
1982-07-14,13.3,13.466666666666667
1982-07-15,10.5,13.088888888888889
1982-07-16,10.0,12.677777777777777
1982-07-17,11.0,12.38888888888889
1982-07-18,8.3,11.844444444444443
1982-07-19,10.7,11.322222222222223
1982-07-20,11.2,11.133333333333333
1982-07-21,11.7,11.11111111111111
1982-07-22,14.2,11.21111111111111
1982-07-23,14.5,11.344444444444443
1982-07-24,16.0,11.955555555555556
1982-07-25,16.7,12.7
1982-07-26,14.4,13.077777777777776
1982-07-27,17.0,14.044444444444444
1982-07-28,14.6,14.477777777777776
1982-07-29,11.6,14.52222222222222
1982-07-30,12.8,14.644444444444446
1982-07-31,14.0,14.622222222222222
1982-08-01,17.1,14.91111111111111
1982-08-02,15.4,14.844444444444443
1982-08-03,15.5,14.711111111111112
1982-08-04,15.1,14.788888888888888
1982-08-05,16.9,14.777777777777779
1982-08-06,14.2,14.733333333333333
1982-08-07,15.9,15.211111111111112
1982-08-08,18.2,15.81111111111111
1982-08-09,19.5,16.42222222222222
1982-08-10,19.5,16.688888888888886
1982-08-11,19.8,17.177777777777777
1982-08-12,15.6,17.188888888888886
1982-08-13,14.1,17.077777777777776
1982-08-14,17.0,17.08888888888889
1982-08-15,14.3,17.1
1982-08-16,13.1,16.788888888888888
1982-08-17,13.7,16.288888888888888
1982-08-18,18.2,16.144444444444446
1982-08-19,19.8,16.177777777777777
1982-08-20,22.3,16.455555555555556
1982-08-21,17.8,16.700000000000003
1982-08-22,15.0,16.8
1982-08-23,22.6,17.422222222222224
1982-08-24,23.7,18.466666666666665
1982-08-25,15.8,18.766666666666666
1982-08-26,15.0,18.91111111111111
1982-08-27,23.5,19.5
1982-08-28,25.7,20.155555555555555
1982-08-29,26.5,20.62222222222222
1982-08-30,15.1,20.32222222222222
1982-08-31,13.9,20.2
1982-09-01,20.5,19.966666666666665
1982-09-02,21.4,19.711111111111112
1982-09-03,14.9,19.61111111111111
1982-09-04,15.0,19.61111111111111
1982-09-05,18.9,19.099999999999998
1982-09-06,11.7,17.544444444444444
1982-09-07,15.5,16.322222222222223
1982-09-08,17.7,16.61111111111111
1982-09-09,11.0,16.288888888888888
1982-09-10,14.9,15.666666666666666
1982-09-11,13.1,14.744444444444444
1982-09-12,13.7,14.61111111111111
1982-09-13,15.4,14.655555555555553
1982-09-14,15.6,14.288888888888888
1982-09-15,23.9,15.644444444444442
1982-09-16,23.7,16.555555555555557
1982-09-17,24.3,17.288888888888888
1982-09-18,15.9,17.833333333333332
1982-09-19,13.5,17.677777777777777
1982-09-20,15.3,17.922222222222224
1982-09-21,19.3,18.54444444444444
1982-09-22,20.5,19.11111111111111
1982-09-23,22.5,19.877777777777776
1982-09-24,23.2,19.8
1982-09-25,16.3,18.977777777777778
1982-09-26,14.8,17.922222222222224
1982-09-27,13.7,17.67777777777778
1982-09-28,18.4,18.22222222222222
1982-09-29,12.3,17.88888888888889
1982-09-30,13.3,17.22222222222222
1982-10-01,16.2,16.744444444444444
1982-10-02,25.6,17.08888888888889
1982-10-03,24.1,17.188888888888886
1982-10-04,13.8,16.91111111111111
1982-10-05,15.9,17.033333333333335
1982-10-06,21.2,17.866666666666667
1982-10-07,21.7,18.233333333333334
1982-10-08,15.6,18.6
1982-10-09,13.5,18.622222222222224
1982-10-10,15.0,18.48888888888889
1982-10-11,21.2,18.0
1982-10-12,25.4,18.144444444444446
1982-10-13,19.0,18.72222222222222
1982-10-14,15.0,18.62222222222222
1982-10-15,16.4,18.08888888888889
1982-10-16,15.6,17.41111111111111
1982-10-17,13.7,17.2
1982-10-18,22.0,18.144444444444442
1982-10-19,17.4,18.41111111111111
1982-10-20,15.1,17.733333333333334
1982-10-21,14.6,16.53333333333333
1982-10-22,16.9,16.299999999999997
1982-10-23,15.9,16.4
1982-10-24,21.3,16.944444444444443
1982-10-25,29.7,18.51111111111111
1982-10-26,33.0,20.655555555555555
1982-10-27,22.7,20.733333333333334
1982-10-28,21.6,21.200000000000003
1982-10-29,30.3,22.88888888888889
1982-10-30,19.0,23.37777777777778
1982-10-31,14.6,23.12222222222222
1982-11-01,15.9,23.12222222222222
1982-11-02,20.4,23.022222222222226
1982-11-03,29.3,22.977777777777778
1982-11-04,33.7,23.055555555555557
1982-11-05,35.2,24.444444444444443
1982-11-06,38.1,26.27777777777778
1982-11-07,24.5,25.633333333333336
1982-11-08,26.3,26.444444444444443
1982-11-09,25.0,27.6
1982-11-10,17.9,27.822222222222223
1982-11-11,18.1,27.566666666666666
1982-11-12,23.3,26.9
1982-11-13,31.2,26.62222222222222
1982-11-14,32.8,26.355555555555554
1982-11-15,28.0,25.233333333333334
1982-11-16,19.7,24.7
1982-11-17,22.1,24.233333333333334
1982-11-18,16.3,23.266666666666666
1982-11-19,20.1,23.511111111111113
1982-11-20,21.7,23.91111111111111
1982-11-21,19.6,23.5
1982-11-22,30.8,23.45555555555556
1982-11-23,36.8,23.9
1982-11-24,38.1,25.022222222222222
1982-11-25,17.6,24.78888888888889
1982-11-26,21.2,24.688888888888886
1982-11-27,17.2,24.78888888888889
1982-11-28,20.7,24.855555555555554
1982-11-29,26.1,25.344444444444445
1982-11-30,34.5,27.0
1982-12-01,18.6,25.644444444444442
1982-12-02,20.1,23.78888888888889
1982-12-03,22.4,22.04444444444444
1982-12-04,19.1,22.21111111111111
1982-12-05,19.2,21.98888888888889
1982-12-06,28.0,23.188888888888886
1982-12-07,17.9,22.87777777777778
1982-12-08,18.1,21.98888888888889
1982-12-09,16.0,19.933333333333334
1982-12-10,18.5,19.922222222222224
1982-12-11,20.6,19.977777777777774
1982-12-12,33.0,21.155555555555555
1982-12-13,35.2,22.944444444444443
1982-12-14,24.0,23.477777777777778
1982-12-15,26.0,23.255555555555556
1982-12-16,28.0,24.377777777777776
1982-12-17,23.0,24.922222222222224
1982-12-18,19.0,25.255555555555556
1982-12-19,19.1,25.322222222222223
1982-12-20,18.0,25.033333333333335
1982-12-21,19.4,23.522222222222222
1982-12-22,32.5,23.22222222222222
1982-12-23,32.6,24.17777777777778
1982-12-24,18.1,23.3
1982-12-25,19.7,22.377777777777776
1982-12-26,28.0,22.93333333333333
1982-12-27,28.0,23.93333333333333
1982-12-28,23.8,24.455555555555556
1982-12-29,31.4,25.944444444444443
1982-12-30,22.0,26.233333333333334
1982-12-31,35.8,26.6
1983-01-01,23.0,25.53333333333333
1983-01-02,18.9,25.62222222222222
1983-01-03,25.4,26.255555555555556
1983-01-04,28.0,26.255555555555556
1983-01-05,19.2,25.27777777777778
1983-01-06,21.5,25.022222222222222
1983-01-07,28.8,24.733333333333334
1983-01-08,37.3,26.43333333333333
1983-01-09,24.6,25.188888888888886
1983-01-10,21.3,25.0
1983-01-11,17.9,24.88888888888889
1983-01-12,17.5,24.01111111111111
1983-01-13,18.7,22.977777777777774
1983-01-14,18.1,22.855555555555554
1983-01-15,19.7,22.655555555555555
1983-01-16,22.1,21.91111111111111
1983-01-17,19.6,19.944444444444443
